salario,educacion,experiencia,sexo,casado,dependientes
2.900000095367432,11,6,Femenino,soltero,1
4.5,12,12,Masculino,casado,3
2.25,12,5,Femenino,soltero,2
5.0,14,19,Masculino,casado,4
10.0,16,9,Masculino,casado,2
3.75,2,39,Masculino,casado,0
10.0,14,28,Femenino,casado,0
10.949999809265137,16,23,Masculino,casado,4
7.900000095367432,12,2,Masculino,soltero,0
4.71999979019165,12,15,Femenino,soltero,0
5.840000152587891,13,5,Femenino,casado,1
3.829999923706055,12,18,Femenino,soltero,3
3.200000047683716,15,2,Femenino,soltero,2
2.0,10,3,Femenino,soltero,5
4.5,12,31,Femenino,casado,3
11.550000190734863,16,20,Femenino,casado,3
2.140000104904175,13,34,Femenino,casado,0
2.380000114440918,9,5,Masculino,soltero,5
3.75,12,11,Masculino,soltero,1
5.519999980926514,13,31,Masculino,soltero,0
6.5,12,8,Femenino,casado,0
3.0999999046325684,12,2,Femenino,soltero,1
10.0,14,18,Masculino,casado,2
6.630000114440918,16,3,Masculino,casado,0
10.0,16,3,Masculino,casado,0
2.309999942779541,9,4,Femenino,soltero,5
6.880000114440918,18,4,Masculino,soltero,0
2.8299999237060547,10,1,Masculino,soltero,4
3.130000114440918,10,1,Femenino,soltero,1
8.0,13,28,Masculino,casado,1
4.5,12,47,Femenino,casado,0
8.649999618530273,18,13,Femenino,soltero,0
2.0,13,2,Femenino,soltero,0
4.75,12,48,Femenino,casado,0
6.25,13,6,Femenino,casado,1
6.0,13,8,Masculino,casado,2
15.380000114440918,13,25,Masculino,casado,2
14.579999923706056,18,13,Femenino,soltero,0
12.5,12,8,Masculino,soltero,0
5.25,12,19,Femenino,casado,2
2.1700000762939453,13,1,Femenino,soltero,1
7.139999866485596,12,43,Femenino,soltero,0
6.21999979019165,12,19,Femenino,casado,1
9.0,12,11,Femenino,casado,0
10.0,14,43,Masculino,casado,0
5.769999980926514,10,44,Masculino,casado,0
4.0,12,22,Femenino,casado,2
8.75,16,3,Masculino,casado,1
6.53000020980835,16,3,Femenino,soltero,0
7.599999904632568,12,41,Femenino,soltero,0
5.0,14,5,Masculino,soltero,0
5.0,12,14,Femenino,soltero,0
21.86000061035156,12,24,Masculino,casado,3
8.640000343322754,12,28,Masculino,casado,0
3.299999952316284,12,25,Masculino,casado,1
4.440000057220459,12,3,Masculino,soltero,0
4.550000190734863,12,11,Masculino,casado,0
3.5,12,7,Femenino,casado,0
6.25,16,9,Masculino,casado,1
3.849999904632568,16,5,Masculino,casado,0
6.179999828338623,14,9,Femenino,casado,0
2.9100000858306885,11,1,Femenino,soltero,3
6.25,16,2,Femenino,soltero,0
6.25,12,13,Femenino,casado,0
9.050000190734863,12,10,Masculino,casado,3
10.0,17,5,Masculino,casado,0
11.109999656677246,12,30,Masculino,casado,0
6.880000114440918,12,31,Masculino,casado,3
8.75,16,1,Masculino,soltero,0
10.0,8,9,Masculino,casado,0
3.049999952316284,12,10,Femenino,casado,2
3.0,12,38,Femenino,casado,0
5.800000190734863,12,19,Femenino,casado,2
4.099999904632568,16,5,Femenino,casado,0
8.0,12,26,Masculino,casado,1
6.150000095367432,12,35,Femenino,soltero,0
2.700000047683716,9,2,Femenino,soltero,1
2.75,13,1,Femenino,soltero,1
3.0,16,19,Femenino,casado,0
3.0,14,3,Femenino,soltero,0
7.360000133514404,8,36,Masculino,casado,3
7.5,14,29,Masculino,casado,1
3.5,13,1,Masculino,soltero,3
8.100000381469727,12,38,Femenino,casado,1
3.75,18,1,Masculino,soltero,1
3.25,9,29,Masculino,casado,1
5.829999923706055,8,36,Femenino,casado,0
3.5,8,4,Masculino,soltero,3
3.3299999237060547,12,45,Femenino,casado,0
4.0,14,22,Femenino,soltero,0
3.5,12,20,Femenino,casado,2
6.25,16,5,Masculino,casado,0
2.950000047683716,8,15,Femenino,casado,1
5.710000038146973,13,10,Femenino,casado,0
3.0,9,3,Femenino,soltero,0
22.86000061035156,16,16,Masculino,casado,2
9.0,12,38,Masculino,casado,0
8.329999923706055,15,33,Masculino,casado,1
3.0,11,2,Masculino,soltero,0
5.75,14,6,Masculino,casado,0
6.760000228881836,12,19,Masculino,casado,2
10.0,12,29,Masculino,casado,2
3.0,12,2,Masculino,soltero,0
3.5,18,3,Femenino,soltero,0
3.25,12,4,Masculino,soltero,0
4.0,12,10,Femenino,soltero,0
2.9200000762939453,12,4,Femenino,soltero,1
3.059999942779541,12,14,Femenino,soltero,3
3.200000047683716,12,15,Femenino,casado,1
4.75,12,19,Masculino,casado,3
3.0,14,17,Femenino,casado,4
18.15999984741211,16,29,Masculino,casado,1
3.5,12,2,Femenino,soltero,2
4.110000133514404,14,5,Masculino,soltero,0
1.9600000381469729,11,38,Femenino,soltero,0
4.289999961853027,12,3,Femenino,soltero,0
3.0,10,47,Masculino,soltero,0
6.449999809265137,12,7,Masculino,casado,0
5.199999809265137,6,47,Masculino,casado,0
4.5,13,23,Femenino,soltero,0
3.880000114440918,12,12,Masculino,casado,3
3.450000047683716,10,11,Femenino,soltero,2
10.90999984741211,12,25,Masculino,soltero,0
4.099999904632568,14,6,Femenino,casado,0
3.0,13,3,Masculino,soltero,0
5.900000095367432,12,14,Masculino,casado,2
18.0,18,13,Femenino,soltero,0
4.0,12,9,Masculino,soltero,0
3.0,12,1,Masculino,soltero,0
3.549999952316284,12,6,Femenino,casado,1
3.0,12,11,Femenino,casado,2
8.75,12,47,Masculino,casado,0
2.900000095367432,8,49,Femenino,soltero,1
6.260000228881836,13,37,Femenino,casado,0
3.5,13,2,Femenino,soltero,0
4.599999904632568,14,7,Femenino,casado,0
6.0,12,22,Masculino,soltero,2
2.890000104904175,10,8,Femenino,soltero,1
5.579999923706055,16,1,Masculino,casado,0
4.0,12,43,Femenino,casado,0
6.0,16,2,Masculino,soltero,0
4.5,12,2,Femenino,soltero,2
2.9200000762939453,14,1,Masculino,soltero,0
4.329999923706055,18,1,Masculino,soltero,0
18.88999938964844,17,26,Masculino,casado,2
4.28000020980835,13,1,Femenino,soltero,2
4.570000171661377,14,37,Femenino,casado,0
6.25,15,12,Femenino,casado,2
2.950000047683716,14,41,Masculino,casado,0
8.75,12,24,Masculino,soltero,0
8.5,8,38,Masculino,soltero,0
3.75,12,18,Femenino,casado,4
3.150000095367432,12,26,Masculino,casado,0
5.0,8,45,Masculino,soltero,0
6.460000038146973,12,27,Masculino,casado,3
2.0,9,2,Masculino,soltero,3
4.789999961853027,12,41,Masculino,casado,0
5.78000020980835,16,11,Masculino,casado,2
3.180000066757202,12,5,Femenino,casado,0
4.679999828338623,16,3,Femenino,soltero,0
4.099999904632568,12,3,Femenino,soltero,0
2.9100000858306885,12,4,Masculino,casado,0
6.0,13,21,Masculino,casado,4
3.5999999046325684,10,34,Femenino,casado,0
3.950000047683716,6,49,Masculino,casado,6
7.0,12,6,Masculino,casado,1
3.0,12,26,Femenino,casado,0
6.079999923706055,16,9,Masculino,soltero,0
8.630000114440918,12,23,Masculino,casado,1
3.0,8,33,Masculino,casado,0
3.75,12,5,Femenino,casado,1
2.900000095367432,6,49,Masculino,casado,0
3.0,4,48,Masculino,casado,0
6.25,11,35,Masculino,casado,0
3.5,11,23,Femenino,soltero,2
3.0,7,26,Femenino,soltero,3
3.240000009536743,12,16,Femenino,casado,2
8.020000457763672,18,23,Femenino,casado,1
3.3299999237060547,12,36,Femenino,casado,1
5.25,16,4,Masculino,soltero,0
6.25,12,10,Masculino,casado,3
3.5,14,18,Masculino,casado,1
2.950000047683716,12,3,Masculino,soltero,1
3.0,10,7,Femenino,casado,2
4.690000057220459,10,7,Masculino,soltero,0
3.7300000190734863,9,33,Femenino,soltero,1
4.0,10,34,Masculino,casado,0
4.0,12,8,Femenino,casado,2
2.900000095367432,12,17,Femenino,casado,2
3.049999952316284,12,2,Femenino,soltero,1
5.050000190734863,10,5,Femenino,soltero,0
13.949999809265137,16,41,Masculino,casado,0
18.15999984741211,16,35,Masculino,casado,1
6.25,16,11,Masculino,soltero,0
5.25,12,4,Masculino,soltero,0
4.789999961853027,12,12,Femenino,casado,3
3.3499999046325684,7,35,Femenino,soltero,1
3.0,8,33,Masculino,casado,1
8.430000305175781,16,8,Masculino,casado,0
5.699999809265137,16,2,Masculino,soltero,0
11.979999542236328,18,8,Masculino,casado,2
3.5,13,29,Femenino,casado,0
4.239999771118164,10,14,Masculino,casado,1
7.0,16,26,Femenino,casado,1
6.0,14,11,Femenino,casado,2
12.220000267028809,16,10,Masculino,soltero,0
4.5,12,13,Masculino,casado,0
3.0,9,23,Femenino,casado,2
2.900000095367432,11,1,Masculino,soltero,2
15.0,11,35,Masculino,casado,0
4.0,12,5,Masculino,casado,0
5.25,11,13,Masculino,casado,2
4.0,12,22,Masculino,casado,3
3.299999952316284,12,21,Femenino,casado,2
5.050000190734863,12,19,Femenino,casado,3
3.5799999237060547,12,13,Masculino,soltero,0
5.0,14,15,Masculino,casado,2
4.570000171661377,14,3,Masculino,casado,0
12.5,18,6,Masculino,soltero,0
3.450000047683716,12,6,Femenino,casado,0
4.630000114440918,12,16,Femenino,soltero,0
10.0,12,31,Masculino,casado,0
2.9200000762939453,11,1,Femenino,soltero,1
4.510000228881836,12,5,Masculino,soltero,0
6.5,17,3,Masculino,casado,0
7.5,16,11,Masculino,casado,0
3.539999961853028,13,6,Femenino,casado,0
4.199999809265137,13,11,Femenino,casado,2
3.509999990463257,12,7,Femenino,casado,0
4.5,14,5,Masculino,casado,0
3.3499999046325684,14,5,Femenino,casado,0
2.9100000858306885,11,2,Masculino,soltero,2
5.25,10,44,Masculino,casado,1
4.050000190734863,8,44,Masculino,casado,0
3.75,14,13,Femenino,casado,3
3.400000095367432,12,26,Femenino,casado,1
3.0,10,2,Femenino,soltero,1
6.289999961853027,17,10,Masculino,casado,1
2.539999961853028,9,2,Femenino,soltero,1
4.5,12,35,Femenino,casado,1
3.130000114440918,12,6,Femenino,casado,1
6.360000133514404,14,8,Masculino,casado,0
4.679999828338623,16,1,Masculino,soltero,0
6.800000190734863,12,14,Masculino,casado,2
8.529999732971191,10,14,Masculino,casado,0
4.170000076293945,0,22,Femenino,soltero,0
3.75,14,8,Femenino,casado,0
11.100000381469728,15,1,Femenino,soltero,2
3.259999990463257,16,15,Femenino,casado,2
9.130000114440918,12,14,Masculino,casado,3
4.5,11,37,Masculino,casado,2
3.0,11,1,Femenino,soltero,1
8.75,12,4,Masculino,casado,0
4.139999866485596,13,29,Femenino,casado,0
2.869999885559082,12,45,Femenino,casado,0
3.3499999046325684,13,22,Femenino,soltero,2
6.079999923706055,16,42,Masculino,soltero,0
3.0,15,9,Masculino,soltero,0
4.199999809265137,16,8,Femenino,casado,1
5.599999904632568,15,31,Femenino,soltero,2
10.0,12,24,Masculino,casado,0
12.5,18,16,Masculino,casado,1
3.759999990463257,6,6,Masculino,soltero,4
3.0999999046325684,6,14,Femenino,soltero,5
4.289999961853027,12,47,Femenino,casado,2
10.920000076293944,12,34,Masculino,casado,0
7.5,16,6,Femenino,casado,1
4.050000190734863,9,7,Femenino,casado,1
4.650000095367432,12,27,Masculino,casado,3
5.0,11,24,Masculino,casado,0
2.900000095367432,10,18,Femenino,casado,2
8.0,12,12,Femenino,soltero,1
8.430000305175781,8,27,Masculino,casado,3
2.9200000762939453,9,49,Femenino,soltero,0
6.25,17,4,Femenino,soltero,0
6.25,16,24,Femenino,casado,2
5.110000133514404,11,3,Masculino,soltero,0
4.0,10,2,Femenino,soltero,1
4.440000057220459,8,29,Masculino,casado,3
6.880000114440918,13,34,Masculino,casado,0
5.429999828338623,14,10,Masculino,casado,1
3.0,13,5,Femenino,soltero,1
2.900000095367432,11,2,Femenino,soltero,2
6.25,7,39,Masculino,casado,0
4.340000152587891,16,5,Femenino,soltero,0
3.25,12,14,Femenino,casado,2
7.260000228881836,13,8,Masculino,soltero,0
6.349999904632568,14,10,Femenino,casado,2
5.630000114440918,16,2,Masculino,casado,0
8.75,14,9,Masculino,casado,1
3.200000047683716,11,1,Masculino,soltero,0
3.0,8,45,Femenino,casado,0
3.0,14,33,Femenino,casado,0
12.5,17,21,Masculino,casado,3
2.880000114440918,10,2,Femenino,soltero,3
3.3499999046325684,12,9,Masculino,casado,0
6.5,12,33,Masculino,casado,0
10.380000114440918,18,16,Masculino,casado,1
4.5,14,10,Masculino,casado,0
10.0,18,9,Masculino,soltero,0
3.809999942779541,12,8,Femenino,casado,2
8.800000190734863,16,9,Masculino,casado,0
9.420000076293944,14,23,Femenino,casado,2
6.329999923706055,12,23,Masculino,casado,2
4.0,9,22,Masculino,soltero,0
2.900000095367432,12,37,Femenino,casado,0
20.0,12,22,Masculino,casado,1
11.25,17,28,Masculino,casado,1
3.5,12,14,Femenino,soltero,2
6.0,15,19,Femenino,casado,2
14.380000114440918,17,10,Masculino,casado,1
6.360000133514404,16,25,Masculino,casado,1
3.549999952316284,12,21,Femenino,casado,1
3.0,15,32,Masculino,casado,0
4.5,16,21,Masculino,casado,1
6.630000114440918,12,36,Femenino,soltero,0
9.300000190734863,15,2,Masculino,casado,0
3.0,12,11,Femenino,casado,2
3.25,12,40,Femenino,soltero,0
1.5,12,11,Femenino,casado,2
5.900000095367432,12,9,Femenino,casado,1
8.0,16,23,Masculino,soltero,0
2.900000095367432,11,1,Femenino,soltero,1
3.289999961853028,14,30,Masculino,soltero,0
6.5,14,41,Masculino,casado,0
4.0,13,6,Femenino,soltero,1
6.0,14,11,Masculino,casado,0
4.079999923706055,12,43,Femenino,casado,0
3.75,12,39,Femenino,casado,0
3.049999952316284,8,50,Femenino,soltero,0
3.5,12,26,Femenino,casado,0
2.9200000762939453,3,51,Masculino,soltero,0
4.5,11,3,Masculino,soltero,0
3.3499999046325684,15,3,Femenino,casado,2
5.949999809265137,11,15,Masculino,casado,1
8.0,12,17,Masculino,casado,2
3.0,4,36,Masculino,casado,1
5.0,9,31,Masculino,casado,6
5.5,12,9,Masculino,casado,1
2.650000095367432,12,42,Femenino,casado,0
3.0,11,3,Femenino,soltero,2
4.5,12,37,Femenino,casado,0
17.5,16,23,Masculino,casado,3
8.180000305175781,13,21,Masculino,soltero,0
9.09000015258789,15,11,Masculino,casado,1
11.81999969482422,16,35,Masculino,casado,0
3.25,12,42,Femenino,casado,0
4.5,12,3,Masculino,soltero,0
4.5,12,13,Masculino,casado,0
3.7100000381469727,9,14,Masculino,casado,2
6.5,10,14,Masculino,casado,3
2.900000095367432,12,39,Femenino,casado,0
5.599999904632568,11,11,Masculino,casado,2
2.2300000190734863,8,28,Masculino,casado,4
5.0,6,18,Femenino,casado,3
8.329999923706055,16,6,Masculino,casado,0
2.900000095367432,12,26,Femenino,soltero,4
6.25,12,21,Masculino,casado,3
4.550000190734863,16,34,Masculino,casado,0
3.2799999713897705,12,17,Femenino,soltero,0
2.299999952316284,10,2,Femenino,soltero,4
3.299999952316284,13,5,Femenino,soltero,0
3.150000095367432,13,1,Femenino,soltero,4
12.5,14,40,Masculino,casado,0
5.150000095367432,16,39,Femenino,soltero,0
3.130000114440918,10,1,Masculino,soltero,2
7.25,12,14,Masculino,casado,3
2.900000095367432,12,2,Femenino,soltero,0
1.75,11,2,Masculino,soltero,2
2.890000104904175,0,42,Femenino,casado,2
2.900000095367432,5,34,Femenino,casado,5
17.709999084472656,16,10,Masculino,casado,1
6.25,16,4,Masculino,casado,0
2.5999999046325684,9,4,Masculino,soltero,1
6.630000114440918,15,21,Femenino,casado,2
3.5,12,31,Femenino,soltero,1
6.5,12,20,Masculino,casado,3
3.0,12,36,Femenino,soltero,0
4.380000114440918,13,7,Masculino,casado,1
10.0,12,15,Masculino,soltero,1
4.949999809265137,7,25,Masculino,casado,5
9.0,17,7,Femenino,casado,2
1.4299999475479126,12,17,Femenino,casado,2
3.0799999237060547,12,3,Masculino,soltero,0
9.329999923706056,14,12,Masculino,casado,3
7.5,12,18,Masculino,casado,2
4.75,13,47,Masculino,casado,0
5.650000095367432,12,2,Masculino,soltero,0
15.0,16,14,Femenino,casado,2
2.2699999809265137,10,2,Femenino,soltero,3
4.670000076293945,15,13,Masculino,casado,3
11.5600004196167,16,5,Masculino,casado,0
3.5,14,5,Femenino,soltero,2
